consecutivo,folioviv,ic_rezedu,ic_asalud,ic_segsoc,trab,jedad,muj15a49,exc_lengua,depecon,dormi,num_ind,hacina,ing_mon,ing_trab,ing_negp,ing_rent,ing_tran,rururb,intt,intpc,teneciareg,locurbana,paredsol,techosol,lningtot
22764,283010,0,0,6,2,40,2,0,0,3,6,2.00,3970.75,2284.59,0.00,0.00,1686.16,1,4449.63,741.60,1,0,0.00,0.00,8.40
22765,283011,1,0,0,0,85,0,0,1,2,2,1.00,2502.42,0.00,0.00,0.00,2502.42,0,4014.75,2007.37,0,1,1.00,1.00,8.30
22766,283012,0,0,0,1,45,0,0,0,1,1,1.00,5476.10,4748.29,683.16,0.00,0.00,0,933.43,933.43,1,1,0.00,0.00,6.84
22767,283013,1,1,1,2,75,0,0,0,3,4,1.33,18142.59,14504.22,0.00,0.00,3603.49,0,21671.35,5417.84,0,1,1.00,1.00,9.98
22768,283014,0,3,3,1,44,1,0,2,2,3,1.50,17847.97,17847.97,0.00,0.00,0.00,0,17847.97,5949.32,1,1,1.00,1.00,9.79
22769,283015,0,0,3,1,32,1,0,2,1,3,3.00,550.39,150.00,0.00,0.00,400.39,0,1256.14,418.71,1,1,1.00,0.00,7.14
22770,283016,0,1,2,2,37,2,0,1,2,5,2.50,2468.66,2443.61,25.05,0.00,0.00,0,2972.77,594.55,1,1,0.00,0.00,8.00
22771,283017,0,0,1,1,64,0,0,0,1,1,1.00,2521.60,2521.60,0.00,0.00,0.00,0,2824.07,2824.07,1,1,0.00,0.00,7.95
22772,283018,1,0,0,0,56,1,0,2,1,3,3.00,1851.65,0.00,0.00,0.00,1851.65,0,2204.52,734.84,1,1,0.00,0.00,7.70
22773,283019,0,0,2,1,50,2,0,4,3,5,1.67,7913.08,7913.08,0.00,0.00,0.00,0,8921.30,1784.26,1,1,1.00,0.00,9.10
22774,283020,2,4,4,4,57,0,0,0,3,7,2.33,13395.05,3161.65,7285.54,0.00,2947.87,0,14201.62,2028.80,1,1,1.00,1.00,9.56
22775,283021,0,0,1,3,65,1,0,1,3,5,1.67,13498.06,7206.97,6291.09,0.00,0.00,0,15514.49,3102.90,1,1,1.00,1.00,9.65
22776,283022,2,1,5,2,55,1,0,2,3,5,1.67,5034.36,2001.94,3032.43,0.00,0.00,0,6546.69,1309.34,1,1,1.00,1.00,8.79
22777,283023,0,0,0,2,51,0,0,0,1,2,2.00,30112.78,6005.81,0.00,24023.24,0.00,0,34145.64,17072.82,1,1,1.00,1.00,10.44
22778,283024,0,0,1,1,64,1,0,2,2,3,1.50,3603.49,3603.49,0.00,0.00,0.00,0,4813.35,1604.45,1,1,1.00,1.00,8.48
22779,283025,1,0,6,2,51,0,0,3,3,7,2.33,9309.01,9309.01,0.00,0.00,0.00,0,10317.22,1473.89,1,1,1.00,1.00,9.24
22780,283026,1,0,2,1,43,1,0,1,1,2,2.00,1998.61,1998.61,0.00,0.00,0.00,0,3124.92,1562.46,1,1,1.00,1.00,8.05
22781,283027,0,2,0,2,62,0,0,0,2,3,1.50,10430.05,7607.36,220.17,0.00,2602.52,0,12446.48,4148.83,1,1,1.00,1.00,9.43
22782,283028,1,1,2,2,39,0,0,2,2,5,2.50,5205.04,5205.04,0.00,0.00,0.00,0,5205.04,1041.01,1,1,1.00,1.00,8.56
22783,283029,2,0,0,2,74,1,0,0,4,4,1.00,11908.11,3803.68,5802.20,0.00,2302.23,0,16949.19,4237.30,1,1,1.00,1.00,9.74
22784,283030,0,1,2,1,35,0,0,2,2,3,1.50,3203.10,3203.10,0.00,0.00,0.00,0,3203.10,1067.70,1,1,1.00,1.00,8.07
22785,283032,2,1,2,0,25,1,0,1,2,2,1.00,3002.91,0.00,0.00,0.00,3002.91,0,3002.91,1501.45,1,1,1.00,1.00,8.01
22786,283033,1,0,0,1,28,1,0,2,2,3,1.50,6306.10,2302.23,0.00,0.00,4003.87,0,6306.10,2102.03,1,1,1.00,1.00,8.75
22787,283034,0,0,0,2,25,0,0,2,2,5,2.50,5569.68,4006.69,1552.11,0.00,0.00,0,5569.68,1113.94,1,1,1.00,1.00,8.63
22788,283036,0,0,0,2,63,1,0,0,2,4,2.00,12070.44,11811.43,0.00,0.00,133.43,0,14086.88,3521.72,1,1,1.00,1.00,9.55
22789,283037,0,0,0,0,75,0,0,1,1,2,2.00,7006.78,0.00,0.00,0.00,7006.78,0,10031.43,5015.71,1,1,1.00,1.00,9.21
22790,283038,0,0,0,1,36,1,0,3,3,4,1.33,9993.07,9993.07,0.00,0.00,0.00,0,9993.07,2498.27,1,1,1.00,1.00,9.21
22791,283039,0,0,0,0,75,0,0,2,3,3,1.00,14013.56,0.00,0.00,0.00,14013.56,0,19054.64,6351.55,1,1,1.00,1.00,9.86
22792,283040,0,0,0,1,26,1,0,2,1,3,3.00,6266.41,1428.65,0.00,0.00,4837.77,0,6266.41,2088.80,1,1,1.00,1.00,8.74
22793,283041,0,2,2,1,66,0,0,1,1,2,2.00,12011.62,12011.62,0.00,0.00,0.00,0,19875.52,9937.76,1,1,1.00,1.00,9.90
22794,283042,1,0,0,1,64,0,0,1,2,3,1.50,12032.55,7006.78,0.00,0.00,5004.84,0,15258.56,5086.19,1,1,1.00,1.00,9.63
22795,283043,0,1,0,2,64,0,0,0,2,3,1.50,33115.68,21020.34,0.00,0.00,12011.62,0,38525.83,12841.94,1,1,1.00,1.00,10.56
22796,283045,0,0,0,0,72,0,0,0,1,1,1.00,8007.75,0.00,0.00,0.00,8007.75,0,13048.83,13048.83,1,1,1.00,1.00,9.48
22797,283046,0,1,0,1,47,1,0,3,2,4,2.00,4997.87,3707.07,0.00,0.00,1283.82,0,7518.41,1879.60,1,1,1.00,1.00,8.93
22798,283047,0,1,0,2,40,1,0,3,2,7,3.50,5808.19,5808.19,0.00,0.00,0.00,0,6816.41,973.77,1,1,1.00,1.00,8.83
22799,283049,0,1,1,2,57,0,0,1,2,3,1.50,6039.21,6039.21,0.00,0.00,0.00,0,7551.53,2517.18,1,1,1.00,1.00,8.93
22800,283050,1,0,1,4,36,1,0,0,2,5,2.50,22570.96,22555.61,0.00,0.00,0.00,0,20552.63,4110.53,1,1,1.00,1.00,9.93
22801,283051,0,0,0,2,40,1,0,0,2,4,2.00,12583.65,12341.51,0.00,0.00,242.14,0,14095.98,3523.99,1,1,1.00,1.00,9.55
22802,283052,3,1,7,2,48,1,0,1,2,7,3.50,6875.77,5541.42,1334.34,0.00,0.00,0,6875.77,982.25,1,1,1.00,1.00,8.84
22803,283053,1,1,4,1,21,0,0,1,5,4,0.80,4391.91,0.00,4191.76,0.00,200.15,0,5400.13,1350.03,0,1,1.00,1.00,8.59
22804,283054,3,2,6,3,25,2,0,1,2,6,3.00,7403.84,7403.84,0.00,0.00,0.00,0,9420.27,1570.05,1,1,1.00,1.00,9.15
22805,283055,4,0,4,3,55,0,0,0,2,4,2.00,4636.67,4103.04,0.00,0.00,533.62,0,5328.24,1332.06,1,1,0.00,1.00,8.58
22806,283056,0,0,0,0,68,0,0,0,1,1,1.00,1201.16,0.00,0.00,0.00,1201.16,0,4225.81,4225.81,1,1,1.00,1.00,8.35
22807,283057,0,3,2,2,48,0,0,1,2,4,2.00,14221.48,5004.84,7860.37,0.00,1339.52,0,16742.02,4185.50,1,1,1.00,1.00,9.73
22808,283060,0,0,1,2,31,0,0,2,1,5,5.00,5405.23,5405.23,0.00,0.00,0.00,0,5405.23,1081.05,1,1,1.00,1.00,8.60
22809,283062,0,0,0,2,25,0,0,1,1,3,3.00,8633.43,8591.57,0.00,0.00,0.00,0,9348.19,3116.06,1,1,1.00,1.00,9.14
22810,283063,0,1,1,2,47,1,0,1,2,5,2.50,7669.63,7175.06,466.67,0.00,0.00,0,9333.19,1866.64,1,1,1.00,1.00,9.14
22811,283064,0,1,4,3,45,0,0,0,3,4,1.33,10710.30,10710.30,0.00,0.00,0.00,0,12796.70,3199.17,1,1,1.00,0.00,9.46
22812,283065,1,0,3,2,36,0,0,1,3,7,2.33,13026.54,12011.62,0.00,0.00,1000.97,0,14639.69,2091.38,1,1,1.00,1.00,9.59
22813,283066,0,0,2,2,45,1,0,0,2,5,2.50,14484.05,14074.94,0.00,0.00,409.11,0,16298.84,3259.77,1,1,1.00,1.00,9.70
22814,283067,0,0,0,2,42,0,0,1,3,4,1.33,8676.43,8676.43,0.00,0.00,0.00,0,10692.86,2673.22,1,1,1.00,1.00,9.28
22815,283068,0,0,0,1,40,0,0,0,3,1,0.33,6245.67,6245.67,0.00,0.00,0.00,0,8262.10,8262.10,1,1,1.00,1.00,9.02
22816,283069,0,0,5,2,46,1,0,2,2,5,2.50,13012.59,13012.59,0.00,0.00,0.00,0,15029.02,3005.80,1,1,1.00,1.00,9.62
22817,283070,0,1,1,1,46,0,0,2,2,3,1.50,9076.87,3071.05,0.00,0.00,6005.81,0,11597.41,3865.80,0,1,1.00,1.00,9.36
22818,284001,0,0,2,1,40,0,0,0,1,2,2.00,454.46,300.70,0.00,0.00,153.76,1,622.46,311.23,0,0,1.00,1.00,6.43
22819,284002,2,1,9,3,49,1,0,1,2,9,4.50,9838.32,5185.05,4003.87,0.00,649.39,1,10342.43,1149.16,1,0,1.00,0.00,9.24
22820,284003,0,0,4,1,44,0,0,3,1,4,4.00,1591.54,0.00,1591.54,0.00,0.00,1,1894.01,473.50,1,0,1.00,1.00,7.55
22821,284004,1,0,4,1,31,0,0,1,2,5,2.50,6061.14,3603.49,0.00,200.56,2257.09,1,7069.35,1413.87,1,0,1.00,1.00,8.86
22822,284005,2,0,4,1,42,1,0,1,3,4,1.33,3210.07,0.00,2909.82,0.00,300.25,1,4396.46,1099.12,1,0,1.00,1.00,8.39
22823,284006,1,2,6,5,46,2,0,1,2,8,4.00,30126.36,28104.54,2021.82,0.00,0.00,1,31468.15,3933.52,1,0,1.00,1.00,10.36
22824,284007,1,0,0,0,76,0,0,0,2,2,1.00,2402.32,0.00,0.00,0.00,2402.32,1,3410.54,1705.27,1,0,1.00,1.00,8.13
22825,284008,1,0,0,0,72,0,0,0,1,1,1.00,2552.37,0.00,0.00,0.00,2552.37,1,3056.48,3056.48,1,0,1.00,0.00,8.03
22826,284009,0,0,5,4,42,1,0,0,2,5,2.50,5393.77,0.00,4392.92,0.00,1000.85,1,5897.88,1179.58,1,0,1.00,1.00,8.68
22827,284010,0,0,3,1,32,1,0,2,2,3,1.50,597.58,0.00,597.58,0.00,0.00,1,1664.07,554.69,1,0,1.00,1.00,7.42
22828,284011,1,0,2,1,64,0,0,1,1,2,2.00,2202.13,2202.13,0.00,0.00,0.00,0,4722.67,2361.34,0,1,1.00,1.00,8.46
22829,284012,2,3,5,3,60,2,0,1,3,8,2.67,15321.85,6005.81,3510.91,0.00,5805.13,0,16977.21,2122.15,1,1,1.00,1.00,9.74
22830,284013,2,2,5,5,48,1,0,0,4,7,1.75,13246.02,13246.02,0.00,0.00,0.00,0,15060.81,2151.54,1,1,1.00,1.00,9.62
22831,284014,2,0,3,1,50,0,0,1,2,3,1.50,3070.09,2936.43,0.00,0.00,133.66,0,4279.95,1426.65,1,1,1.00,1.00,8.36
22832,284015,0,4,4,2,47,2,0,1,1,5,5.00,6406.20,6005.81,0.00,0.00,400.39,0,6910.31,1382.06,0,1,1.00,0.00,8.84
22833,284017,0,0,0,2,39,0,0,1,3,4,1.33,20047.28,20019.37,0.00,0.00,0.00,0,25088.36,6272.09,1,1,1.00,1.00,10.13
22834,284018,0,1,0,2,39,0,0,0,1,2,2.00,10593.51,7006.78,3586.73,0.00,0.00,0,10593.51,5296.75,1,1,1.00,1.00,9.27
22835,284021,1,1,1,1,57,0,0,0,1,1,1.00,1969.62,0.00,1969.62,0.00,0.00,0,2776.19,2776.19,0,1,0.00,0.00,7.93
22836,284022,1,0,1,2,51,0,0,2,3,6,2.00,10126.68,10009.69,116.99,0.00,0.00,0,11268.97,1878.16,1,1,1.00,1.00,9.33
22837,284023,0,2,3,3,55,0,0,1,2,3,1.50,6056.49,3256.15,2779.41,0.00,0.00,0,7416.40,2472.13,1,1,1.00,1.00,8.91
22838,284024,0,0,2,2,20,0,0,0,2,2,1.00,5505.33,5505.33,0.00,0.00,0.00,0,6311.51,3155.76,0,1,1.00,1.00,8.75
22839,284025,0,1,1,0,62,0,0,0,1,1,1.00,708.87,0.00,0.00,0.00,708.87,0,1717.09,1717.09,1,1,1.00,1.00,7.45
22840,284026,1,0,4,2,43,2,0,1,2,4,2.00,6906.38,6906.38,0.00,0.00,0.00,0,6906.38,1726.60,1,1,1.00,1.00,8.84
22841,284027,2,1,6,1,54,0,0,1,3,8,2.67,2402.19,2402.19,0.00,0.00,0.00,0,3208.76,534.79,1,1,1.00,1.00,8.07
22842,284027,1,1,2,1,37,0,0,5,3,8,2.67,3350.78,282.46,1852.94,0.00,1215.38,0,3350.78,1675.39,1,1,1.00,1.00,8.12
22843,284028,0,0,1,1,52,0,0,0,1,1,1.00,2258.93,400.25,499.15,0.00,1359.53,0,3041.58,3041.58,1,1,1.00,1.00,8.02
22844,284029,1,0,4,2,45,1,0,1,1,4,4.00,3513.24,2402.19,1111.05,0.00,0.00,0,4118.17,1029.54,1,1,1.00,1.00,8.32
22845,284030,1,1,4,1,64,1,0,3,2,4,2.00,1751.82,1751.82,0.00,0.00,0.00,0,1751.82,437.96,1,1,1.00,1.00,7.47
22846,284031,0,0,0,2,42,0,0,0,2,4,2.00,10508.12,9417.45,0.00,0.00,1048.81,0,12322.91,3080.73,1,1,1.00,1.00,9.42
22847,284032,0,0,1,1,54,0,0,0,4,3,0.75,8973.46,7473.46,0.00,0.00,1500.00,0,11998.11,3999.37,1,1,1.00,1.00,9.39
22848,284033,2,4,4,2,52,1,0,3,3,4,1.33,2246.06,0.00,2246.06,0.00,0.00,0,3556.75,889.19,1,1,1.00,1.00,8.18
22849,284034,0,0,0,1,51,0,0,3,2,4,2.00,9476.54,9476.54,0.00,0.00,0.00,0,11291.33,2822.83,1,1,1.00,1.00,9.33
22850,284035,2,0,4,2,48,0,0,0,2,4,2.00,7642.78,2004.27,0.00,3870.29,1768.22,0,10667.43,2666.86,1,1,1.00,1.00,9.27
22851,284038,0,0,0,0,64,0,0,0,2,1,0.50,11991.68,0.00,0.00,0.00,11991.68,0,14512.22,14512.22,1,1,1.00,1.00,9.58
22852,284039,0,2,2,1,60,0,0,1,1,2,2.00,3061.22,0.00,3061.22,0.00,0.00,0,4573.54,2286.77,1,1,1.00,0.00,8.43
22853,284040,0,0,3,1,38,2,0,2,1,3,3.00,3203.10,3203.10,0.00,0.00,0.00,0,3203.10,1067.70,1,1,1.00,1.00,8.07
22854,284041,0,0,0,1,39,1,0,1,2,4,2.00,5296.95,5047.82,0.00,0.00,200.29,0,6305.16,1576.29,1,1,0.00,0.00,8.75
22855,284042,2,2,0,1,29,3,0,1,2,7,3.50,4053.94,3203.10,0.00,0.00,850.84,0,4255.58,607.94,1,1,1.00,1.00,8.36
22856,284043,0,2,5,1,46,2,0,0,1,5,5.00,4418.56,3002.91,16.71,0.00,1398.94,0,4922.67,984.53,1,1,0.00,0.00,8.50
22857,284044,0,3,3,1,30,0,0,1,1,4,4.00,6778.12,428.33,4845.63,0.00,1504.17,0,7584.70,1896.17,1,1,1.00,1.00,8.93
22858,284045,2,3,4,2,29,0,0,3,3,4,1.33,1501.45,0.00,1501.45,0.00,0.00,0,2745.66,686.41,1,1,0.00,0.00,7.92
22859,284046,1,0,4,2,48,0,0,1,2,4,2.00,13314.78,13314.78,0.00,0.00,0.00,0,13314.78,3328.70,1,1,1.00,1.00,9.50
22860,284047,2,0,0,0,72,0,0,0,2,2,1.00,7006.78,0.00,0.00,0.00,7006.78,0,6198.86,3099.43,1,1,1.00,1.00,8.73
22861,284049,0,4,4,0,33,1,0,3,2,4,2.00,8343.02,0.00,8343.02,0.00,0.00,0,8343.02,2085.75,1,1,1.00,1.00,9.03
22862,284050,1,3,3,0,73,0,0,2,2,5,2.50,2552.42,0.00,550.48,0.00,2001.94,0,4064.75,812.95,1,1,1.00,1.00,8.31
22863,284051,0,0,0,2,44,1,0,3,3,4,1.33,3613.25,3603.49,0.00,0.00,0.00,0,3613.25,903.31,1,1,1.00,1.00,8.19
22864,284052,1,0,1,1,62,1,0,1,3,7,2.33,15684.71,10009.69,0.00,2466.93,3208.09,0,18709.36,2672.77,1,1,1.00,1.00,9.84
22865,284053,1,0,0,0,65,0,0,0,2,2,1.00,11611.23,0.00,0.00,0.00,11611.23,0,13284.55,6642.28,1,1,1.00,1.00,9.49
22866,284054,2,0,0,1,43,1,0,3,2,4,2.00,8718.13,8676.27,0.00,0.00,0.00,0,8718.13,2179.53,1,1,1.00,1.00,9.07
22867,284055,0,1,0,1,50,0,0,1,2,2,1.00,5555.38,3002.91,2552.48,0.00,0.00,0,8378.39,4189.19,1,1,1.00,1.00,9.03
22868,284056,0,0,2,1,38,0,0,1,2,2,1.00,2802.71,2802.71,0.00,0.00,0.00,0,4315.04,2157.52,0,1,1.00,1.00,8.37
22869,284057,1,0,2,2,42,1,0,2,2,5,2.50,6549.06,6549.06,0.00,0.00,0.00,0,9035.97,1807.19,0,1,1.00,1.00,9.11
22870,284058,1,0,4,1,61,1,0,2,2,5,2.50,3574.94,2273.68,0.00,0.00,1301.26,0,5087.26,1017.45,1,1,1.00,1.00,8.53
22871,284059,1,0,1,1,30,1,0,3,2,4,2.00,8808.52,8808.52,0.00,0.00,0.00,0,9458.31,2364.58,1,1,1.00,1.00,9.15
22872,284060,0,3,3,1,33,1,0,2,1,3,3.00,5205.04,5205.04,0.00,0.00,0.00,0,5205.04,1735.01,1,1,0.00,0.00,8.56
22873,284061,1,0,1,1,59,0,0,1,1,2,2.00,3008.49,3002.91,0.00,0.00,0.00,0,4016.70,2008.35,1,1,1.00,1.00,8.30
22874,284062,0,1,2,1,45,0,0,1,1,2,2.00,2502.42,2502.42,0.00,0.00,0.00,0,2603.24,1301.62,0,1,1.00,1.00,7.86
22875,284063,1,2,1,3,45,0,0,0,1,4,4.00,2994.97,2987.99,0.00,0.00,0.00,0,4406.47,1101.62,0,1,1.00,1.00,8.39
22876,284064,1,2,1,2,40,0,0,1,2,3,1.50,4928.40,4921.42,0.00,0.00,0.00,0,5533.14,1844.38,0,1,1.00,1.00,8.62
22877,284065,0,0,0,1,28,0,0,1,1,3,3.00,7807.55,2802.71,2502.42,0.00,2502.42,0,8789.32,2929.77,1,1,1.00,1.00,9.08
22878,284066,1,0,0,1,66,0,0,1,3,2,0.67,9008.72,7206.97,0.00,0.00,1801.74,0,8805.92,4402.96,1,1,1.00,1.00,9.08
22879,284067,0,1,2,2,49,2,0,1,3,6,2.00,5138.45,4971.78,0.00,0.00,166.67,0,6146.66,1024.44,1,1,1.00,1.00,8.72
22880,284068,0,0,0,1,59,0,0,1,2,2,1.00,3027.18,0.00,24.27,0.00,3002.91,0,4035.40,2017.70,1,1,1.00,1.00,8.30
22881,284069,0,1,0,1,56,0,0,1,2,2,1.00,4003.87,4003.87,0.00,0.00,0.00,0,5516.20,2758.10,1,1,1.00,1.00,8.62
22882,284070,1,3,3,1,38,0,0,2,2,3,1.50,8308.04,1801.74,0.00,0.00,6506.30,0,9316.26,3105.42,1,1,1.00,1.00,9.14
22883,284071,0,0,0,2,42,1,0,1,2,5,2.50,7460.36,7243.99,0.00,0.00,120.09,0,8468.58,1693.72,1,1,1.00,1.00,9.04
22884,284072,0,0,0,2,44,0,0,0,2,4,2.00,16343.36,8207.94,7768.47,0.00,366.94,0,20182.42,5045.60,1,1,1.00,1.00,9.91
22885,284073,0,0,0,2,45,0,0,0,4,4,1.00,52366.68,52224.73,0.00,0.00,141.95,0,57407.76,14351.94,1,1,1.00,1.00,10.96
22886,284074,2,0,0,4,59,0,0,0,3,6,2.00,38425.30,20624.13,6740.36,9345.21,1701.65,0,41498.72,6916.45,1,1,1.00,1.00,10.63
22887,284075,0,5,5,1,41,1,0,4,4,5,1.25,40038.74,40038.74,0.00,0.00,0.00,0,40541.90,8108.38,1,1,1.00,1.00,10.61
22888,285001,2,2,2,1,54,0,0,1,2,2,1.00,3308.56,0.00,3308.56,0.00,0.00,0,4584.88,2292.44,1,1,1.00,1.00,8.43
22889,285002,0,0,0,2,33,1,0,1,1,3,3.00,9167.93,9167.93,0.00,0.00,0.00,0,10170.67,3390.22,1,1,1.00,1.00,9.23
22890,285003,0,0,1,1,37,0,0,1,1,2,2.00,3002.73,3002.73,0.00,0.00,0.00,0,4506.84,2253.42,1,1,1.00,1.00,8.41
22891,285004,1,3,3,1,52,0,0,1,3,3,1.00,6043.08,0.00,4575.43,0.00,1467.65,0,7045.81,2348.60,1,1,1.00,1.00,8.86
22892,285005,0,0,0,1,36,2,0,3,2,4,2.00,6622.13,6622.13,0.00,0.00,0.00,0,7624.87,1906.22,1,1,1.00,1.00,8.94
22893,285007,1,2,4,3,46,1,0,1,1,6,6.00,15571.16,15547.44,0.00,0.00,0.00,0,16373.35,2728.89,1,1,0.00,0.00,9.70
22894,285008,0,0,0,0,67,0,0,0,1,2,2.00,3887.36,0.00,0.00,0.00,3887.36,0,5391.47,2695.74,1,1,1.00,1.00,8.59
22895,285009,1,4,4,1,32,2,0,1,1,4,4.00,6332.33,3625.48,2556.72,0.00,150.14,0,6933.97,1733.49,1,1,1.00,1.00,8.84
22896,285010,2,0,2,1,57,0,0,2,1,3,3.00,4813.05,4328.40,484.65,0.00,0.00,0,5815.78,1938.59,1,1,1.00,1.00,8.67
22897,285011,0,0,0,1,31,1,0,3,2,4,2.00,11475.96,6305.74,5170.21,0.00,0.00,1,12177.87,3044.47,0,0,0.00,0.00,9.41
22898,285012,0,0,4,1,52,2,0,0,3,4,1.33,1336.31,0.00,0.00,0.00,1336.31,1,1837.68,459.42,1,0,0.00,0.00,7.52
22899,285013,2,0,4,2,48,2,0,0,2,4,2.00,1897.26,943.33,113.10,0.00,840.83,1,2298.35,574.59,1,0,0.00,0.00,7.74
22900,285014,1,0,0,1,77,0,0,0,1,1,1.00,2402.72,0.00,0.00,0.00,2402.72,1,3004.36,3004.36,1,0,0.00,0.00,8.01
22901,285016,0,0,4,3,39,0,0,0,2,4,2.00,3064.28,2378.61,0.00,0.00,685.67,1,3565.65,891.41,1,0,0.00,0.00,8.18
22902,285017,2,0,1,2,73,0,0,0,3,3,1.00,2041.56,82.90,0.00,0.00,1958.67,1,2342.38,780.79,1,0,0.00,0.00,7.76
22903,285018,0,0,5,1,36,3,0,0,3,5,1.67,2783.76,497.39,749.59,0.00,1536.78,1,3285.13,657.03,1,0,1.00,1.00,8.10
22904,285019,0,0,5,1,37,2,0,4,2,5,2.50,1000.96,1000.96,0.00,0.00,0.00,1,1301.78,260.36,1,0,1.00,1.00,7.17
22905,285020,1,0,5,1,60,2,0,0,2,5,2.50,3279.39,0.00,299.13,0.00,2980.26,1,3780.76,756.15,1,0,0.00,0.00,8.24
22906,285021,0,0,0,1,30,2,0,3,1,4,4.00,5605.10,5605.10,0.00,0.00,0.00,0,6723.75,1680.94,1,1,1.00,1.00,8.81
22907,285022,0,0,4,2,37,1,0,0,2,4,2.00,6870.06,0.00,250.69,6285.11,334.26,0,7371.43,1842.86,1,1,1.00,1.00,8.91
22908,285023,1,1,1,3,58,1,0,1,2,6,3.00,18994.22,3428.12,990.90,14500.00,75.20,0,19461.50,3243.58,1,1,1.00,1.00,9.88
22909,285024,1,1,2,1,29,0,0,1,2,3,1.50,2953.75,2953.75,0.00,0.00,0.00,0,3755.94,1251.98,1,1,1.00,0.00,8.23
22910,285025,0,1,3,3,43,1,0,0,4,5,1.25,4287.09,3753.56,333.00,0.00,200.53,0,7295.30,1459.06,1,1,1.00,1.00,8.89
22911,285026,6,1,7,3,78,0,0,2,1,8,8.00,14847.95,4011.65,10836.30,0.00,0.00,0,11635.66,1454.46,1,1,1.00,0.00,9.36
22912,285027,1,0,0,1,47,0,0,0,1,1,1.00,400.36,400.36,0.00,0.00,0.00,0,1403.10,1403.10,1,1,1.00,1.00,7.25
22913,285030,0,0,1,1,25,0,0,0,1,1,1.00,464.23,464.23,0.00,0.00,0.00,0,464.23,464.23,1,1,1.00,1.00,6.14
22914,285031,2,2,3,2,53,1,0,2,3,5,1.67,5520.89,5504.15,0.00,0.00,0.00,0,7025.00,1405.00,1,1,1.00,1.00,8.86
22915,285032,2,2,6,4,56,1,0,1,3,9,3.00,8754.47,8471.32,0.00,0.00,283.15,0,9155.39,1017.27,1,1,0.00,0.00,9.12
22916,285033,0,2,4,2,53,1,0,1,2,4,2.00,1147.16,1147.16,0.00,0.00,0.00,0,1748.80,437.20,0,1,1.00,1.00,7.47
22917,285034,0,1,2,1,49,1,0,4,2,5,2.50,4402.42,3970.22,0.00,0.00,432.20,0,5873.08,1174.62,1,1,1.00,1.00,8.68
22918,285035,0,2,3,3,30,0,0,2,2,5,2.50,56586.94,1329.86,54256.18,0.00,1000.91,0,60564.74,12112.95,1,1,1.00,1.00,11.01
22919,285036,0,0,0,2,79,0,0,1,2,3,1.50,6005.47,6005.47,0.00,0.00,0.00,0,6204.85,2068.28,1,1,1.00,1.00,8.73
22920,285038,0,0,1,2,30,1,0,1,1,3,3.00,5254.00,5114.13,139.86,0.00,0.00,0,6256.74,2085.58,0,1,1.00,1.00,8.74
22921,285039,2,0,0,2,71,0,0,1,2,3,1.50,6739.05,6739.05,0.00,0.00,0.00,0,8934.63,2978.21,1,1,1.00,1.00,9.10
22922,285040,0,4,5,3,51,3,0,3,2,8,4.00,9233.33,7006.38,225.13,0.00,2001.82,0,11740.17,1467.52,1,1,1.00,1.00,9.37
22923,285041,0,0,0,1,48,1,0,1,2,2,1.00,6338.80,0.00,0.00,6338.80,0.00,0,10349.75,5174.87,1,1,1.00,1.00,9.24
22924,285042,0,0,5,1,47,1,0,2,2,5,2.50,6504.99,4003.64,0.00,0.00,2501.35,0,6504.99,1301.00,1,1,1.00,1.00,8.78
22925,285044,1,2,2,1,87,1,0,1,3,4,1.33,5768.61,4319.02,0.00,0.00,1449.60,0,7774.09,1943.52,1,1,1.00,1.00,8.96
22926,285045,0,0,0,0,67,0,0,1,1,2,2.00,3885.60,0.00,0.00,0.00,3885.60,0,5891.08,2945.54,1,1,1.00,1.00,8.68
22927,285047,2,4,4,1,42,1,0,3,2,4,2.00,6005.47,6005.47,0.00,0.00,0.00,0,6005.47,1501.37,1,1,1.00,1.00,8.70
22928,285048,0,0,4,1,53,1,0,3,2,4,2.00,3733.96,2051.82,332.46,0.00,1349.67,0,3733.96,933.49,1,1,1.00,1.00,8.23
22929,285049,3,4,5,2,37,1,0,2,1,5,5.00,2168.86,2168.86,0.00,0.00,0.00,0,2743.48,548.70,1,1,0.00,1.00,7.92
22930,285050,0,3,3,2,33,1,0,1,1,3,3.00,7206.56,7206.56,0.00,0.00,0.00,0,9188.43,3062.81,1,1,1.00,1.00,9.13
22931,285051,0,0,1,1,32,0,0,0,1,1,1.00,4604.19,4604.19,0.00,0.00,0.00,0,6609.67,6609.67,0,1,1.00,1.00,8.80
22932,285052,0,3,3,1,63,0,0,2,2,3,1.50,7990.65,0.00,7990.65,0.00,0.00,0,10215.85,3405.28,1,1,1.00,1.00,9.23
22933,285053,0,2,2,1,84,0,0,1,2,2,1.00,4785.76,0.00,4785.76,0.00,0.00,0,4785.76,2392.88,1,1,1.00,1.00,8.47
22934,285054,0,6,6,2,32,3,0,5,3,6,2.00,3969.27,0.00,3969.27,0.00,0.00,0,7698.05,1283.01,1,1,1.00,1.00,8.95
22935,285055,1,4,4,1,44,0,0,1,2,4,2.00,3474.39,3357.67,116.72,0.00,0.00,0,4529.96,1132.49,1,1,1.00,1.00,8.42
22936,285058,1,0,0,0,61,0,0,0,1,2,2.00,3202.92,0.00,0.00,0.00,3202.92,0,3202.92,1601.46,1,1,1.00,1.00,8.07
