consecutivo,folioviv,ic_rezedu,ic_asalud,ic_segsoc,trab,jedad,muj15a49,exc_lengua,depecon,dormi,num_ind,hacina,ing_mon,ing_trab,ing_negp,ing_rent,ing_tran,rururb,intt,intpc,teneciareg,locurbana,paredsol,techosol,lningtot
1186,042011,1,4,4,5,50,2,0,0,2,7,3.50,14779.59,8841.86,2927.85,3002.91,0.00,0,17804.24,2543.46,1,1,1.00,1.00,9.79
1187,042012,0,5,5,2,48,0,0,2,3,5,1.67,33416.84,13397.47,20019.37,0.00,0.00,0,40474.35,8094.87,1,1,1.00,1.00,10.61
1188,042013,0,3,3,2,57,0,0,1,3,4,1.33,34438.74,11416.47,0.00,23022.28,0.00,0,34438.74,8609.69,1,1,1.00,1.00,10.45
1189,042014,1,0,1,2,71,0,0,0,2,3,1.50,7894.52,6195.70,0.00,0.00,1698.82,0,9910.96,3303.65,1,1,1.00,1.00,9.20
1190,042015,1,0,0,0,72,0,0,0,2,2,1.00,4704.55,0.00,0.00,0.00,4704.55,0,6216.88,3108.44,1,1,1.00,0.00,8.74
1191,042016,0,0,1,1,49,1,0,2,1,5,5.00,21583.48,20686.04,0.00,0.00,618.38,0,24104.03,4820.81,1,1,1.00,1.00,10.09
1192,042017,0,0,0,1,34,2,0,1,1,4,4.00,18188.21,18020.77,0.00,0.00,0.00,0,19854.29,4963.57,1,1,1.00,1.00,9.90
1193,042018,0,4,4,2,37,2,0,1,3,4,1.33,20019.37,14013.56,0.00,6005.81,0.00,0,42166.50,10541.62,1,1,1.00,1.00,10.65
1194,042019,2,6,6,4,50,2,0,1,3,9,3.00,29998.15,28430.03,33.33,0.00,1534.79,0,31207.25,3467.47,1,1,1.00,1.00,10.35
1195,042020,1,0,0,1,29,1,0,1,1,3,3.00,7441.35,7424.68,0.00,0.00,16.67,0,8953.67,2984.56,1,1,1.00,0.00,9.10
1196,042021,0,1,1,0,25,0,0,0,1,1,1.00,7334.77,0.00,2657.92,0.00,4676.85,0,8083.01,8083.01,1,1,1.00,0.00,9.00
1197,042022,0,0,0,3,50,0,0,0,4,6,1.50,16061.52,1167.61,11390.52,0.00,3503.39,0,21429.98,3571.66,1,1,1.00,1.00,9.97
1198,042023,0,0,0,1,39,0,0,1,3,4,1.33,33614.90,33375.27,0.00,0.00,100.10,0,34090.56,8522.64,1,1,1.00,1.00,10.44
1199,042024,0,0,0,2,35,1,0,0,3,4,1.33,29394.56,29271.23,0.00,0.00,123.33,0,35443.86,8860.96,1,1,1.00,1.00,10.48
1200,042025,0,1,0,2,43,0,0,1,3,5,1.67,59390.48,26358.51,0.00,33031.96,0.00,0,71017.17,17754.29,1,1,1.00,1.00,11.17
1201,042026,0,0,2,3,57,1,0,1,1,5,5.00,11534.73,10709.40,794.08,0.00,0.00,0,14125.18,2825.04,1,1,1.00,0.00,9.56
1202,042027,0,1,1,1,37,0,0,0,2,1,0.50,3203.10,3203.10,0.00,0.00,0.00,0,5025.56,5025.56,0,1,0.00,0.00,8.52
1203,042028,0,4,4,4,49,0,0,1,3,4,1.33,6618.91,0.00,3866.34,2752.58,0.00,0,8916.95,2229.24,1,1,1.00,1.00,9.10
1204,042029,2,0,0,2,41,2,0,2,3,5,1.67,11950.38,1922.61,0.00,10027.77,0.00,0,13462.71,2692.54,1,1,1.00,1.00,9.51
1205,042030,2,0,1,2,72,0,0,1,2,3,1.50,5268.32,2251.20,14.64,500.00,2502.48,0,6948.37,2316.12,1,1,1.00,0.00,8.85
1206,042031,0,1,1,1,21,0,0,0,1,1,1.00,1523.61,0.00,255.43,0.00,1268.17,1,2088.21,2088.21,1,0,0.00,0.00,7.64
1207,042033,4,4,7,3,58,1,0,1,2,7,3.50,9488.25,103.36,3690.59,0.00,5694.29,1,9891.53,1413.08,1,0,1.00,0.00,9.20
1208,042034,2,0,2,2,34,0,0,1,1,2,2.00,2854.54,0.00,2420.00,0.00,434.54,1,2632.05,1316.02,1,0,0.00,0.00,7.88
1209,042035,0,0,4,2,32,1,0,1,1,4,4.00,3098.78,2502.42,0.00,0.00,596.36,1,3401.25,850.31,1,0,1.00,0.00,8.13
1210,042036,0,5,5,2,42,0,0,2,1,5,5.00,3114.96,1920.76,296.29,0.00,897.91,1,4123.17,824.63,1,0,1.00,0.00,8.32
1211,042037,2,9,7,3,73,3,0,1,2,9,4.50,6328.68,0.00,2196.19,0.00,4132.49,1,7029.39,781.04,1,0,0.00,0.00,8.86
1212,042038,1,4,4,1,38,2,0,3,2,4,2.00,1501.45,1501.45,0.00,0.00,0.00,1,1904.74,476.18,1,0,1.00,0.00,7.55
1213,042039,0,2,4,2,24,1,0,1,1,4,4.00,4606.92,4143.08,132.13,0.00,331.71,1,5615.14,1403.78,1,0,1.00,0.00,8.63
1214,042040,2,3,4,3,59,1,0,3,2,4,2.00,2493.97,1601.55,725.75,0.00,166.67,1,3502.18,875.55,1,0,1.00,0.00,8.16
1215,042041,1,8,8,2,68,1,0,2,1,8,8.00,2162.73,0.00,2.00,0.00,2160.72,1,2666.84,333.35,1,0,1.00,0.00,7.89
1216,042042,2,0,4,2,51,1,0,3,1,4,4.00,1596.59,1201.16,0.00,0.00,395.43,1,2604.81,651.20,1,0,1.00,0.00,7.87
1217,042043,1,0,0,0,77,0,0,0,1,1,1.00,1901.46,0.00,0.00,0.00,1901.46,1,2203.93,2203.93,1,0,1.00,0.00,7.70
1218,042044,1,0,0,0,75,0,0,0,1,1,1.00,1084.33,0.00,0.00,0.00,1084.33,1,1487.62,1487.62,1,0,1.00,1.00,7.30
1219,042045,3,0,3,3,76,0,0,0,2,4,2.00,4287.06,3426.33,0.00,0.00,860.73,1,5093.63,1273.41,1,0,1.00,1.00,8.54
1220,042047,0,0,4,2,36,2,0,0,1,4,4.00,5775.54,5405.23,0.00,0.00,370.31,1,6380.47,1595.12,1,0,1.00,0.00,8.76
1221,042048,1,0,4,1,31,1,0,0,1,4,4.00,2696.16,2235.76,0.00,0.00,460.39,1,3099.44,774.86,1,0,1.00,0.00,8.04
1222,042049,1,0,1,1,70,0,0,0,1,1,1.00,726.39,0.00,726.39,0.00,0.00,1,928.04,928.04,1,0,0.00,0.00,6.83
1223,042050,2,0,1,0,75,0,0,0,1,2,2.00,1002.48,0.00,0.00,41.67,960.81,1,1506.59,753.29,1,0,1.00,1.00,7.32
1224,042051,1,0,0,1,60,0,0,1,1,2,2.00,12939.87,0.00,5430.25,0.00,7509.62,1,13393.52,6696.76,1,0,1.00,1.00,9.50
1225,042052,0,0,6,1,39,3,0,1,3,7,2.33,4144.10,2402.32,0.00,0.00,1741.77,1,4648.21,664.03,1,0,1.00,1.00,8.44
1226,042053,0,0,4,1,30,1,0,1,2,4,2.00,1988.62,1681.63,0.00,0.00,306.99,1,2391.90,597.98,0,0,1.00,1.00,7.78
1227,042054,0,0,0,0,67,0,0,0,1,1,1.00,920.76,0.00,0.00,0.00,920.76,1,1928.97,1928.97,1,0,1.00,0.00,7.56
1228,042055,0,4,4,2,26,1,0,3,3,4,1.33,3153.06,0.00,3153.06,0.00,0.00,0,3240.44,810.11,1,1,1.00,0.00,8.08
1229,042056,0,1,3,1,30,0,0,2,2,3,1.50,5647.52,0.00,5647.52,0.00,0.00,0,6368.40,2122.80,1,1,1.00,1.00,8.76
1230,042057,0,0,2,2,44,0,0,1,3,7,2.33,10347.81,10013.34,0.00,0.00,334.47,0,12364.25,1766.32,1,1,1.00,1.00,9.42
1231,042058,1,0,1,2,36,1,0,0,1,4,4.00,10204.11,3204.27,5607.47,0.00,1392.37,0,14068.96,3517.24,0,1,1.00,0.00,9.55
1232,043002,0,0,4,2,36,1,0,0,4,4,1.00,9465.18,4513.05,3861.33,0.00,1090.80,1,10271.76,2567.94,1,0,1.00,0.00,9.24
1233,043003,0,2,3,2,49,0,0,1,2,3,1.50,4342.32,1798.75,2148.28,0.00,395.29,1,5593.94,1864.65,1,0,1.00,0.00,8.63
1234,043005,0,0,4,1,31,0,0,3,2,4,2.00,3727.32,2798.06,929.26,0.00,0.00,1,4283.32,1070.83,1,0,1.00,0.00,8.36
1235,043006,0,0,2,1,43,0,0,0,1,2,2.00,3086.05,3036.05,0.00,0.00,50.00,0,3590.16,1795.08,0,1,1.00,0.00,8.19
1236,043007,0,0,1,3,48,0,0,0,2,4,2.00,13542.78,11540.85,0.00,0.00,2001.94,0,14551.00,3637.75,1,1,1.00,1.00,9.59
1237,043008,0,1,1,3,50,1,0,1,3,7,2.33,23064.14,23022.28,0.00,0.00,0.00,0,24576.46,3510.92,1,1,1.00,1.00,10.11
1238,043009,0,0,0,2,37,2,0,2,3,5,1.67,14812.78,14812.78,0.00,0.00,0.00,0,17837.43,3567.49,1,1,1.00,1.00,9.79
1239,043010,2,0,2,2,58,2,0,2,1,6,6.00,10610.27,10610.27,0.00,0.00,0.00,0,11618.48,1936.41,1,1,1.00,0.00,9.36
1240,043011,2,2,2,1,49,0,0,1,1,2,2.00,1972.84,778.53,1030.52,0.00,163.79,0,2476.95,1238.48,1,1,0.00,0.00,7.81
1241,043012,1,1,2,1,59,0,0,0,1,2,2.00,2024.78,1858.11,0.00,0.00,166.67,0,2831.35,1415.68,1,1,1.00,1.00,7.95
1242,043013,0,0,1,1,64,0,0,0,1,1,1.00,2802.71,2802.71,0.00,0.00,0.00,0,3004.36,3004.36,1,1,0.00,0.00,8.01
1243,043014,1,0,0,4,44,2,0,2,1,5,5.00,6217.19,5906.82,310.37,0.00,0.00,0,6922.94,1384.59,1,1,1.00,0.00,8.84
1244,043015,1,0,2,2,45,0,0,1,1,3,3.00,3286.72,1506.35,384.06,0.00,1396.30,0,3891.65,1297.22,1,1,1.00,1.00,8.27
1245,043017,0,0,1,1,46,0,0,0,1,1,1.00,4003.75,0.00,1316.38,2001.94,685.43,0,5516.07,5516.07,1,1,1.00,1.00,8.62
1246,043018,1,3,4,2,31,1,0,0,2,4,2.00,4114.31,0.00,2989.55,0.00,1124.75,0,6533.77,1633.44,1,1,1.00,0.00,8.78
1247,043019,2,6,3,0,22,3,0,1,2,6,3.00,8358.97,0.00,6423.45,0.00,1935.53,0,8358.97,1393.16,1,1,1.00,0.00,9.03
1248,043020,1,0,1,0,56,0,0,0,1,1,1.00,611.97,0.00,320.24,0.00,291.73,0,2124.30,2124.30,1,1,1.00,1.00,7.66
1249,043021,2,0,5,1,78,0,0,2,3,5,1.67,5222.21,4421.43,0.00,0.00,800.77,0,6734.53,1346.91,1,1,1.00,0.00,8.82
1250,043022,1,0,0,0,78,0,0,0,1,2,2.00,3403.35,0.00,0.00,1201.16,2202.19,0,15501.95,7750.98,1,1,1.00,1.00,9.65
1251,043023,2,0,1,1,78,0,0,0,2,4,2.00,6898.29,0.00,2544.08,0.00,4354.21,0,10208.84,2552.21,1,1,1.00,0.00,9.23
1252,043024,1,0,5,1,42,2,0,4,1,5,5.00,8674.36,8674.36,0.00,0.00,0.00,0,8674.36,1734.87,1,1,1.00,1.00,9.07
1253,043025,1,0,0,3,73,1,0,1,4,5,1.25,13583.00,9008.72,2071.86,0.00,2502.42,0,19330.19,3866.04,1,1,1.00,1.00,9.87
1254,043026,3,0,3,2,62,0,0,2,2,3,1.50,1847.14,0.00,1847.14,0.00,0.00,0,2552.89,850.96,1,1,1.00,0.00,7.84
1255,043027,0,1,5,3,42,0,0,1,1,6,6.00,8713.14,7444.63,1268.51,0.00,0.00,0,9418.89,1569.82,1,1,1.00,0.00,9.15
1256,043028,0,0,2,3,60,1,0,0,3,4,1.33,13468.10,5205.04,0.00,0.00,8263.06,0,14524.74,3631.18,1,1,1.00,1.00,9.58
1257,043029,0,4,4,1,44,0,0,0,1,4,4.00,4326.28,4254.30,71.98,0.00,0.00,0,5132.86,1283.21,0,1,0.00,1.00,8.54
1258,043030,0,4,4,2,39,3,0,2,2,5,2.50,10995.04,6672.47,1319.66,3002.91,0.00,0,11766.82,2353.36,1,1,1.00,1.00,9.37
1259,043031,1,0,1,1,56,0,0,0,2,2,1.00,3436.15,0.00,0.00,3086.07,350.09,1,4242.73,2121.36,1,0,1.00,1.00,8.35
1260,043032,1,0,0,0,66,0,0,0,1,1,1.00,1701.55,0.00,0.00,0.00,1701.55,1,2709.77,2709.77,1,0,1.00,0.00,7.90
1261,043033,0,1,6,1,47,1,0,5,2,6,3.00,3419.09,3419.09,0.00,0.00,0.00,1,5939.63,989.94,1,0,1.00,1.00,8.69
1262,043034,2,0,1,1,70,0,0,1,2,3,1.50,11751.70,0.00,9749.88,0.00,2001.82,1,12356.63,4118.88,1,0,1.00,0.00,9.42
1263,043035,0,1,6,3,46,2,0,2,3,8,2.67,18416.77,18416.77,0.00,0.00,0.00,1,20937.31,2617.16,1,0,1.00,1.00,9.95
1264,043036,2,0,6,2,37,2,0,0,2,6,3.00,2573.77,0.00,62.69,0.00,2511.08,1,3279.10,546.52,1,0,0.00,0.00,8.10
1265,043037,2,0,2,2,65,0,0,0,1,2,2.00,3355.69,0.00,98.09,0.00,3257.60,1,4617.12,2308.56,1,0,0.00,0.00,8.44
1266,043038,0,0,2,2,56,0,0,0,1,2,2.00,2006.13,0.00,751.73,0.00,1254.40,1,2812.70,1406.35,1,0,0.00,0.00,7.94
1267,043039,2,0,2,2,73,0,0,0,1,2,2.00,1287.37,0.00,240.23,0.00,1047.14,1,1566.99,783.50,1,0,0.00,0.00,7.36
1268,043040,0,0,5,1,40,0,0,1,1,5,5.00,538.55,0.00,154.15,0.00,384.40,1,1042.66,208.53,1,0,0.00,0.00,6.95
1269,043041,4,1,5,3,60,1,0,2,1,5,5.00,1656.38,66.67,260.99,0.00,1328.72,1,2536.96,507.39,1,0,0.00,0.00,7.84
1270,043042,1,0,1,2,49,0,0,0,1,2,2.00,3452.82,0.00,924.44,0.00,2528.38,1,3956.93,1978.47,1,0,0.00,0.00,8.28
1271,043043,1,1,4,2,38,1,0,0,1,4,4.00,5204.76,4324.18,233.91,0.00,646.67,1,5123.84,1280.96,1,0,0.00,0.00,8.54
1272,043044,2,0,2,2,70,0,0,0,1,2,2.00,3459.33,0.00,519.82,0.00,2939.51,1,4044.10,2022.05,1,0,0.00,0.00,8.31
1273,043045,2,1,3,2,65,0,0,0,2,3,1.50,3121.74,1121.08,100.10,0.00,1900.55,1,3816.60,1272.20,1,0,0.00,0.00,8.25
1274,043046,0,0,4,2,37,0,0,0,2,4,2.00,2151.85,150.15,280.27,0.00,1721.43,1,2655.96,663.99,1,0,0.00,0.00,7.88
1275,043047,2,0,2,1,71,0,0,0,1,2,2.00,2994.11,0.00,2598.78,0.00,395.34,1,3498.22,1749.11,1,0,0.00,0.00,8.16
1276,043048,2,0,3,1,70,1,0,0,1,3,3.00,1979.89,120.12,173.17,0.00,1686.61,1,3996.33,1332.11,1,0,0.00,0.00,8.29
1277,043049,2,0,11,2,61,1,0,1,3,11,3.67,3329.74,0.00,1191.15,0.00,2138.59,1,3632.21,330.20,1,0,0.00,0.00,8.20
1278,043050,2,0,3,2,68,0,0,0,1,3,3.00,14003.84,0.00,81.68,0.00,13922.15,1,14361.76,4787.25,1,0,0.00,0.00,9.57
1279,043051,1,0,3,1,42,1,0,2,1,3,3.00,1501.45,1501.45,0.00,0.00,0.00,1,2509.67,836.56,1,0,0.00,0.00,7.83
1280,043052,1,0,4,2,36,1,0,0,1,4,4.00,1560.85,526.92,463.45,0.00,570.48,1,2367.42,591.86,1,0,0.00,0.00,7.77
1281,043053,3,1,7,2,38,2,0,3,2,7,3.50,2034.59,2034.59,0.00,0.00,0.00,1,2538.70,362.67,1,0,0.00,0.00,7.84
1282,043054,3,4,11,1,39,3,0,1,1,11,11.00,2723.30,1218.02,0.00,0.00,1505.28,1,3227.41,293.40,1,0,0.00,0.00,8.08
1283,043055,2,2,2,1,65,0,0,0,1,2,2.00,3208.80,0.00,475.46,0.00,2733.34,1,4217.02,2108.51,1,0,0.00,0.00,8.35
1284,043056,1,1,7,1,29,1,0,3,1,7,7.00,968.16,934.70,33.46,0.00,0.00,1,1068.98,152.71,1,0,0.00,0.00,6.97
1285,043057,0,0,4,2,24,1,0,1,1,4,4.00,1320.95,417.08,903.87,0.00,0.00,1,1522.60,380.65,1,0,0.00,0.00,7.33
1286,043058,1,1,1,1,72,0,0,0,1,1,1.00,667.09,667.09,0.00,0.00,0.00,1,1493.65,1493.65,1,0,0.00,0.00,7.31
1287,044001,2,1,5,1,53,1,0,1,2,6,3.00,8694.90,8007.75,0.00,0.00,687.15,1,9703.12,1617.19,1,0,1.00,1.00,9.18
1288,044002,1,1,0,1,78,0,0,0,1,1,1.00,1501.51,1000.97,0.00,0.00,500.54,1,1400.50,1400.50,1,0,1.00,1.00,7.24
1289,044003,1,0,4,2,66,0,0,0,1,4,4.00,2575.18,267.20,413.40,0.00,1894.59,1,2574.99,643.75,1,0,1.00,0.00,7.85
1290,044004,2,0,2,3,46,1,0,1,2,6,3.00,3986.80,2036.97,759.74,0.00,1166.37,1,4138.03,689.67,1,0,1.00,1.00,8.33
1291,044005,2,3,8,4,47,2,0,1,2,8,4.00,7148.50,4790.84,1632.58,0.00,725.08,1,7450.97,931.37,1,0,0.00,0.00,8.92
1292,044006,2,0,0,1,68,0,0,0,1,2,2.00,6105.91,2402.32,0.00,0.00,3703.58,0,7567.78,3783.89,1,1,1.00,1.00,8.93
1293,044007,0,2,3,2,48,0,0,1,1,3,3.00,10755.22,4003.87,6034.03,0.00,717.32,0,14275.87,4758.62,1,1,1.00,1.00,9.57
1294,044008,2,1,3,2,76,0,0,0,2,3,1.50,7941.42,7206.97,0.00,0.00,734.45,0,6124.32,2041.44,1,1,1.00,1.00,8.72
1295,044009,1,0,3,2,53,1,0,1,3,3,1.00,4061.48,1000.97,1163.63,0.00,1896.88,0,6984.30,2328.10,1,1,1.00,0.00,8.85
1296,044010,1,0,1,1,82,0,0,1,2,3,1.50,8558.28,5054.89,0.00,0.00,3503.39,0,8927.88,2975.96,1,1,1.00,1.00,9.10
1297,044011,0,0,3,2,36,1,0,2,2,6,3.00,7642.02,7642.02,0.00,0.00,0.00,0,8650.24,1441.71,1,1,1.00,0.00,9.07
1298,044012,2,0,2,1,76,0,0,1,1,2,2.00,1201.16,0.00,1201.16,0.00,0.00,0,1604.45,802.22,1,1,0.00,0.00,7.38
1299,044013,1,0,4,1,32,1,0,1,1,4,4.00,4451.45,3400.56,0.00,0.00,1050.89,0,4955.56,1238.89,1,1,1.00,1.00,8.51
1300,044014,2,1,1,1,49,0,0,2,2,5,2.50,4204.07,2402.32,0.00,0.00,1801.74,0,4909.82,981.96,1,1,1.00,0.00,8.50
1301,044015,1,2,2,1,39,1,0,3,2,4,2.00,3006.62,3006.62,0.00,0.00,0.00,0,3813.20,953.30,1,1,1.00,1.00,8.25
1302,044016,0,0,0,2,20,0,0,1,1,3,3.00,16022.14,14695.30,1326.84,0.00,0.00,0,16022.14,5340.71,1,1,1.00,1.00,9.68
1303,044017,0,0,1,2,32,1,0,1,2,3,1.50,17639.16,16415.88,0.00,0.00,1167.46,0,15301.25,5100.42,1,1,1.00,1.00,9.64
1304,044018,0,1,1,4,53,1,0,0,2,5,2.50,30646.24,16632.68,0.00,14013.56,0.00,0,30945.63,6189.13,1,1,1.00,1.00,10.34
1305,044019,0,0,0,1,39,1,0,3,2,4,2.00,5616.95,5505.33,0.00,0.00,0.00,0,10989.34,2747.34,1,1,1.00,1.00,9.30
1306,044020,0,0,0,1,43,1,0,1,3,2,0.67,5001.84,5001.84,0.00,0.00,0.00,0,8221.70,4110.85,1,1,1.00,1.00,9.01
1307,044021,0,0,0,2,32,2,0,1,1,4,4.00,9556.10,9542.14,0.00,0.00,0.00,0,10563.35,2640.84,1,1,1.00,1.00,9.27
1308,044022,0,0,0,2,44,0,0,1,3,4,1.33,35644.84,35365.77,0.00,0.00,0.00,0,50768.09,12692.02,1,1,1.00,1.00,10.84
1309,044023,0,0,1,3,57,0,0,1,4,5,1.25,10170.25,10142.34,0.00,0.00,0.00,0,16016.75,3203.35,1,1,1.00,1.00,9.68
1310,044024,0,0,0,2,56,0,0,1,2,3,1.50,45363.89,45363.89,0.00,0.00,0.00,0,65578.19,21859.40,1,1,1.00,1.00,11.09
1311,044026,1,0,5,1,37,0,0,2,3,5,1.67,3653.09,2902.32,0.00,0.00,750.77,1,3854.74,770.95,1,0,0.00,0.00,8.26
1312,044027,0,0,3,1,21,0,0,0,1,3,3.00,3027.71,2886.05,0.00,0.00,141.67,1,3504.57,1168.19,0,0,1.00,1.00,8.16
1313,044028,0,0,4,3,45,0,0,0,3,4,1.33,6972.27,4204.57,2114.69,0.00,653.02,1,7606.83,1901.71,1,0,0.00,0.00,8.94
1314,044029,0,0,5,2,63,1,0,2,1,5,5.00,667.34,667.34,0.00,0.00,0.00,1,1954.32,390.86,1,0,0.00,0.00,7.58
1315,044030,0,0,4,1,26,1,0,1,2,4,2.00,3631.77,3203.10,33.33,0.00,395.34,1,5648.20,1412.05,1,0,1.00,0.00,8.64
1316,044031,0,0,0,1,28,2,0,0,1,4,4.00,4121.56,1194.15,0.00,0.00,2927.41,1,4928.14,1232.03,1,0,1.00,0.00,8.50
1317,044032,2,3,3,1,24,1,0,2,1,3,3.00,3603.49,3603.49,0.00,0.00,0.00,1,3905.95,1301.98,1,0,0.00,0.00,8.27
1318,044033,1,3,3,1,29,1,0,2,1,3,3.00,4838.14,4804.65,0.00,0.00,0.00,1,5846.35,1948.78,1,0,1.00,1.00,8.67
1319,044034,1,5,6,3,49,0,0,1,3,6,2.00,6081.50,3737.34,0.00,0.00,2344.16,1,6383.97,1063.99,1,0,1.00,1.00,8.76
1320,044035,0,0,2,1,50,0,0,1,2,2,1.00,2322.97,2135.79,187.18,0.00,0.00,1,2726.25,1363.13,1,0,0.00,0.00,7.91
1321,044036,0,3,3,1,33,0,0,0,1,3,3.00,5849.55,0.00,995.95,0.00,4853.61,1,5849.55,1949.85,1,0,0.00,0.00,8.67
1322,044037,0,0,0,1,36,1,0,0,2,4,2.00,10860.67,10344.56,0.00,0.00,516.11,1,11163.13,2790.78,1,0,0.00,0.00,9.32
1323,044038,2,3,3,1,25,0,0,1,1,3,3.00,4843.01,4804.65,38.36,0.00,0.00,1,5145.47,1715.16,0,0,0.00,0.00,8.55
1324,044039,0,2,3,1,26,1,0,1,1,3,3.00,6263.07,6005.81,0.00,0.00,257.26,0,7271.29,2423.76,1,1,1.00,0.00,8.89
1325,044040,1,1,3,2,30,1,0,1,1,3,3.00,2237.48,2237.48,0.00,0.00,0.00,0,3044.05,1014.68,1,1,1.00,0.00,8.02
1326,044041,1,0,3,1,33,0,0,0,1,3,3.00,752.15,0.00,252.24,0.00,499.91,0,1760.37,586.79,1,1,1.00,0.00,7.47
1327,044042,0,0,3,2,53,0,0,0,2,3,1.50,1569.17,0.00,801.28,0.00,767.89,0,2616.37,872.12,1,1,0.00,0.00,7.87
1328,044043,0,0,4,2,29,0,0,1,1,4,4.00,5425.32,4887.21,538.11,0.00,0.00,0,5685.23,1421.31,1,1,1.00,0.00,8.65
1329,044044,0,4,4,1,28,0,0,#NULL!,1,4,4.00,0.00,0.00,0.00,0.00,0.00,1,1008.22,252.05,1,0,1.00,1.00,6.92
1330,044045,3,0,7,2,43,4,0,1,2,9,4.50,3893.88,2452.40,931.88,0.00,509.60,1,5316.60,590.73,1,0,1.00,0.00,8.58
1331,044046,1,0,4,1,35,1,0,3,1,4,4.00,2193.03,0.00,2193.03,0.00,0.00,1,2728.69,682.17,1,0,1.00,0.00,7.91
1332,044047,0,0,4,1,29,1,0,0,1,4,4.00,3638.06,0.00,3112.62,0.00,525.45,1,4820.81,1205.20,1,0,1.00,1.00,8.48
1333,044048,0,3,4,2,43,0,0,3,1,4,4.00,11745.95,0.00,0.00,11745.95,0.00,1,10735.84,2683.96,1,0,1.00,1.00,9.28
1334,044049,2,0,0,2,34,0,0,0,3,4,1.33,12535.32,9326.25,1417.36,0.00,1791.71,0,12535.32,3133.83,1,1,1.00,1.00,9.44
1335,044052,0,0,2,3,54,1,0,0,3,4,1.33,9618.66,4064.02,2699.34,0.00,2855.30,0,11891.12,2972.78,1,1,1.00,1.00,9.38
1336,044053,1,0,1,1,66,0,0,0,3,3,1.00,1607.26,150.15,0.00,0.00,1457.12,0,2111.37,703.79,1,1,0.00,0.00,7.66
1337,045001,2,0,0,0,90,0,0,0,1,2,2.00,2051.81,0.00,0.00,0.00,2051.81,1,2653.45,1326.73,0,0,1.00,1.00,7.88
1338,045002,1,0,3,2,54,2,0,1,2,4,2.00,2017.43,360.31,1657.13,0.00,0.00,1,2268.12,567.03,1,0,1.00,1.00,7.73
1339,045003,0,4,4,1,47,0,0,1,2,4,2.00,4170.03,2302.10,166.38,0.00,1701.55,1,4972.22,1243.05,1,0,1.00,1.00,8.51
1340,045004,1,0,6,3,56,2,0,1,3,6,2.00,8351.45,5124.67,1508.12,0.00,1718.67,1,10924.19,1820.70,0,0,1.00,1.00,9.30
1341,045005,3,1,4,4,60,1,0,0,2,5,2.50,13431.49,11610.57,1820.92,0.00,0.00,1,14233.68,2846.74,1,0,0.00,0.00,9.56
1342,045006,0,1,1,0,72,1,0,0,2,4,2.00,25156.00,0.00,133.22,0.00,25022.78,0,29366.79,7341.70,1,1,1.00,1.00,10.29
1343,045007,0,1,0,4,58,0,0,0,3,4,1.33,64410.29,40114.20,20503.63,0.00,3792.45,0,70995.23,17748.81,1,1,1.00,1.00,11.17
1344,045008,0,0,1,2,61,0,0,0,2,3,1.50,32731.22,29979.20,2679.46,0.00,0.00,0,39750.37,13250.12,1,1,1.00,1.00,10.59
1345,045009,0,0,0,2,63,2,0,1,2,5,2.50,10109.20,6205.65,0.00,0.00,3903.55,0,11412.59,2282.52,1,1,1.00,0.00,9.34
1346,045010,0,0,0,1,50,1,0,2,3,3,1.00,32029.16,32029.16,0.00,0.00,0.00,0,36540.15,12180.05,1,1,1.00,1.00,10.51
1347,045011,1,3,3,1,43,1,0,2,1,3,3.00,3218.65,3218.65,0.00,0.00,0.00,0,3218.65,1072.88,1,1,1.00,1.00,8.08
1348,045012,0,1,1,1,61,0,0,2,3,3,1.00,8111.57,5204.74,0.00,0.00,2902.64,0,9114.30,3038.10,1,1,1.00,1.00,9.12
1349,045013,0,0,1,3,54,1,0,1,3,5,1.67,8108.77,8108.77,0.00,0.00,0.00,0,11116.98,2223.40,1,1,1.00,1.00,9.32
1350,045014,0,0,0,2,54,0,0,1,2,3,1.50,16744.41,16243.02,0.00,501.39,0.00,0,17010.98,5670.33,1,1,1.00,1.00,9.74
1351,045016,0,0,1,4,58,1,0,2,1,5,5.00,6970.23,6942.32,0.00,0.00,0.00,0,8474.33,1694.87,1,1,1.00,1.00,9.04
1352,045017,0,0,1,0,43,0,0,0,1,1,1.00,66.32,0.00,0.00,0.00,66.32,0,868.51,868.51,1,1,1.00,0.00,6.77
1353,045018,0,1,1,3,39,0,0,2,2,3,1.50,1736.73,0.00,1736.73,0.00,0.00,0,11764.10,3921.37,1,1,1.00,0.00,9.37
1354,045019,0,0,1,2,36,0,0,1,1,3,3.00,7226.35,4995.94,1701.55,0.00,528.87,0,7270.42,2423.47,1,1,1.00,0.00,8.89
1355,045020,1,0,3,2,24,1,0,1,1,3,3.00,4784.13,4784.13,0.00,0.00,0.00,0,5987.41,1995.80,0,1,1.00,0.00,8.70
1356,045021,0,3,6,3,77,1,0,0,3,7,2.33,17322.49,11175.82,1510.64,0.00,4636.03,0,19835.03,2833.58,1,1,1.00,1.00,9.90
1357,045022,0,3,0,1,53,2,0,1,1,4,4.00,28025.51,25022.78,0.00,3002.73,0.00,0,32437.01,8109.25,1,1,1.00,1.00,10.39
1358,045023,1,0,0,1,49,0,0,0,1,2,2.00,9408.57,6606.01,0.00,0.00,2802.55,0,14422.25,7211.12,1,1,1.00,1.00,9.58
